timestamp,x,y,z
2025-06-10 12:38:40.211279,-0.35020926290757926,-0.03926589682351372,0.4595364943463105
2025-06-10 12:38:40.608762,-0.34050439005383487,-0.030578311083511372,0.4886434971690735
2025-06-10 12:38:41.010976,-0.3303914315432163,-0.029888929088719873,0.49021134242490066
2025-06-10 12:38:41.409766,-0.3583647848330539,-0.020497426432861985,0.5185587056602913
2025-06-10 12:38:41.810295,-0.36026739634540983,-0.029390577332252775,0.5202802144764059
2025-06-10 12:38:42.208794,-0.3885153053428801,-0.030043025330128925,0.5483788926028381
2025-06-10 12:38:42.609157,-0.399782124350739,-0.039530061247514986,0.5312346826332963
2025-06-10 12:38:43.009495,-0.3809619537154817,-0.04010009470685532,0.5108913917035979
2025-06-10 12:38:43.410613,-0.38933488421464263,-0.049417412008290654,0.49086956692122147
2025-06-10 12:38:43.809787,-0.38059737782858305,-0.050100559886791546,0.47089922699386555
2025-06-10 12:38:44.209624,-0.3704329444651199,-0.049980912210712936,0.450867740791228
2025-06-10 12:38:44.609872,-0.3794517777236746,-0.06894480503500909,0.44986387204570744
2025-06-10 12:38:45.012192,-0.380111686575084,-0.07023733075628753,0.45002523793572163
2025-06-10 12:38:45.412065,-0.37046940469988426,-0.06997604577554133,0.45003656359172983
2025-06-10 12:38:45.820071,-0.3892395400334493,-0.06999657120290151,0.4499891519333231
2025-06-10 12:38:46.223897,-0.3901426072433336,-0.07001610019541998,0.45006120781464637
2025-06-10 12:38:46.608875,-0.3713256731195396,-0.06055142569077507,0.4499535265871989
2025-06-10 12:38:47.017463,-0.3697658058212291,-0.059898573932721064,0.45000588134849123
2025-06-10 12:38:47.411306,-0.3794748112953375,-0.06000025089176754,0.45008783169542027
2025-06-10 12:38:47.809992,-0.38008048086475393,-0.05999354498343728,0.4500407587589744
2025-06-10 12:38:48.210514,-0.37046153454444225,-0.06003924769749407,0.45007323005490363
2025-06-10 12:38:48.614734,-0.3793948656520961,-0.05994692399004058,0.4500150815670335
2025-06-10 12:38:49.009817,-0.370589471076646,-0.060031108012487226,0.4500481730962463
2025-06-10 12:38:49.412687,-0.36986485988922035,-0.05997105531288906,0.4499766991082204
2025-06-10 12:38:49.810177,-0.37948841577620257,-0.059986257137902135,0.4500546021751582
2025-06-10 12:38:50.211535,-0.3706006832556616,-0.06003711360669087,0.45003743886610426
2025-06-10 12:38:50.607648,-0.37941697096870364,-0.06946970725403653,0.45000305440511235
2025-06-10 12:38:51.016997,-0.3801277399499189,-0.07010995134207615,0.45000777122274177
2025-06-10 12:38:51.413982,-0.3799744809879101,-0.06995101770786846,0.44995364807911054
2025-06-10 12:38:51.811075,-0.3799725325998957,-0.07001588886789582,0.4499808456151546
2025-06-10 12:38:52.208733,-0.37051403584856146,-0.06999508362459467,0.44999205172156376
2025-06-10 12:38:52.621325,-0.37959510372060423,-0.06997514458131313,0.44998184242510747
2025-06-10 12:38:53.010524,-0.38944824712218024,-0.07000442178631597,0.45002297380234285
2025-06-10 12:38:53.416499,-0.3805865581748805,-0.07000169150308976,0.45945853240787704
2025-06-10 12:38:53.808546,-0.37038510136226294,-0.06997631676449756,0.46010282862560337
2025-06-10 12:38:54.215731,-0.36988504079574963,-0.07002547271425992,0.4599667749185795
2025-06-10 12:38:54.617379,-0.36994972709037754,-0.07002898041506106,0.4601094175072335
2025-06-10 12:38:55.010282,-0.3794778972342663,-0.06998862681088085,0.4600659899597705
2025-06-10 12:38:55.415335,-0.38007550517931177,-0.07002604424598187,0.460049077352145
2025-06-10 12:38:55.812689,-0.3704507507131671,-0.06996642265204044,0.46005801004424485
2025-06-10 12:38:56.210392,-0.3794613806256131,-0.06997369366880316,0.4505183237710343
2025-06-10 12:38:56.616740,-0.3896185671815204,-0.06999936217923726,0.44986955358272784
2025-06-10 12:38:57.012203,-0.3710715798518165,-0.06999390185486978,0.45954374377399765
2025-06-10 12:38:57.412791,-0.3697762743520199,-0.06997188165403281,0.4600407163857111
2025-06-10 12:38:57.809198,-0.36055469804161766,-0.06997464710934267,0.4504239513238182
2025-06-10 12:38:58.211591,-0.3598560719521582,-0.06998466163012856,0.4499920937796455
2025-06-10 12:38:58.609925,-0.3695282068740914,-0.06997839840547483,0.4499803520161212
2025-06-10 12:38:59.016946,-0.3700932811366201,-0.07008287896377881,0.450030838523787
2025-06-10 12:38:59.411993,-0.3794924223114967,-0.07000028280925938,0.45000543531941134
2025-06-10 12:38:59.819547,-0.3704196332068942,-0.07001207468249027,0.4500420189818804
2025-06-10 12:39:00.209707,-0.37928054147555684,-0.06994167763047365,0.4499498286897317
2025-06-10 12:39:00.609216,-0.3801207754561351,-0.07004395542398499,0.4500384093759711
2025-06-10 12:39:01.014680,-0.37997026730168465,-0.06999787663729201,0.450041054432901
2025-06-10 12:39:01.411097,-0.3799982595699727,-0.06999101631408056,0.4500032773304035
2025-06-10 12:39:01.812063,-0.37048850155071095,-0.06997874966729602,0.4500263280704157
2025-06-10 12:39:02.222540,-0.36991436444956355,-0.06995132210389439,0.4499573856119708
2025-06-10 12:39:02.617306,-0.36999578292392676,-0.06048959726804709,0.45003177655219584
2025-06-10 12:39:03.010759,-0.35099015688933066,-0.05989654527087822,0.45004058186165324
2025-06-10 12:39:03.412820,-0.35936569052062955,-0.06946500379042353,0.44996918409539677
2025-06-10 12:39:03.816288,-0.3600892564141756,-0.07010066138826405,0.4500350042424437
2025-06-10 12:39:04.210061,-0.3694939718774788,-0.06998073865188303,0.44999583303476676
2025-06-10 12:39:04.610277,-0.36059613438700294,-0.06998132183570031,0.4499736292835548
