timestamp,x,y,z
2025-06-10 12:41:03.426002,-0.59,-0.1,0.48
2025-06-10 12:41:03.826069,-0.6,-0.1,0.48
2025-06-10 12:41:04.223269,-0.6,-0.1,0.48
2025-06-10 12:41:04.625672,-0.61,-0.11,0.47
2025-06-10 12:41:05.026188,-0.58,-0.1,0.48
2025-06-10 12:41:05.427506,-0.57,-0.11,0.47
2025-06-10 12:41:05.832999,-0.56,-0.12,0.47
2025-06-10 12:41:06.231300,-0.57,-0.12,0.48
2025-06-10 12:41:06.626981,-0.57,-0.12,0.48
2025-06-10 12:41:07.030636,-0.57,-0.11,0.48
2025-06-10 12:41:07.425038,-0.57,-0.11,0.48
2025-06-10 12:41:07.830873,-0.55,-0.11,0.48
2025-06-10 12:41:08.225414,-0.58,-0.11,0.47
2025-06-10 12:41:08.628109,-0.57,-0.11,0.47
2025-06-10 12:41:09.028253,-0.56,-0.11,0.48
2025-06-10 12:41:09.427496,-0.57,-0.11,0.47
2025-06-10 12:41:09.825687,-0.56,-0.11,0.47
2025-06-10 12:41:10.227459,-0.55,-0.11,0.47
2025-06-10 12:41:10.633728,-0.56,-0.11,0.47
2025-06-10 12:41:11.026902,-0.56,-0.11,0.47
2025-06-10 12:41:11.430525,-0.56,-0.11,0.47
2025-06-10 12:41:11.828208,-0.56,-0.11,0.48
2025-06-10 12:41:12.228389,-0.55,-0.11,0.48
2025-06-10 12:41:12.630807,-0.56,-0.11,0.47
2025-06-10 12:41:13.031347,-0.57,-0.11,0.47
2025-06-10 12:41:13.428772,-0.57,-0.12,0.47
2025-06-10 12:41:13.827642,-0.55,-0.11,0.47
2025-06-10 12:41:14.227737,-0.54,-0.11,0.47
2025-06-10 12:41:14.627158,-0.56,-0.11,0.47
2025-06-10 12:41:15.026129,-0.56,-0.11,0.48
2025-06-10 12:41:15.427777,-0.54,-0.11,0.48
2025-06-10 12:41:15.827768,-0.56,-0.11,0.47
2025-06-10 12:41:16.227004,-0.56,-0.11,0.48
2025-06-10 12:41:16.627578,-0.55,-0.11,0.48
2025-06-10 12:41:17.027728,-0.56,-0.11,0.48
2025-06-10 12:41:17.428430,-0.57,-0.11,0.48
2025-06-10 12:41:17.828363,-0.56,-0.11,0.48
2025-06-10 12:41:18.227673,-0.57,-0.11,0.48
2025-06-10 12:41:18.628485,-0.57,-0.11,0.48
2025-06-10 12:41:19.028182,-0.57,-0.12,0.48
2025-06-10 12:41:19.428201,-0.57,-0.12,0.48
2025-06-10 12:41:19.827499,-0.57,-0.12,0.48
2025-06-10 12:41:20.227840,-0.56,-0.12,0.48
2025-06-10 12:41:20.625063,-0.56,-0.12,0.48
2025-06-10 12:41:21.030526,-0.56,-0.12,0.48
2025-06-10 12:41:21.427812,-0.56,-0.12,0.48
2025-06-10 12:41:21.828018,-0.56,-0.12,0.48
2025-06-10 12:41:22.226505,-0.58,-0.12,0.48
2025-06-10 12:41:22.627387,-0.57,-0.12,0.48
2025-06-10 12:41:23.026208,-0.58,-0.12,0.48
2025-06-10 12:41:23.428054,-0.57,-0.13,0.48
2025-06-10 12:41:23.828214,-0.57,-0.13,0.48
2025-06-10 12:41:24.231224,-0.58,-0.12,0.48
2025-06-10 12:41:24.626759,-0.58,-0.13,0.48
2025-06-10 12:41:25.025482,-0.57,-0.13,0.48
2025-06-10 12:41:25.430788,-0.58,-0.13,0.48
2025-06-10 12:41:25.826463,-0.59,-0.13,0.48
2025-06-10 12:41:26.228088,-0.58,-0.13,0.48
2025-06-10 12:41:26.627402,-0.58,-0.13,0.48
2025-06-10 12:41:27.026895,-0.58,-0.13,0.48
2025-06-10 12:41:27.428350,-0.58,-0.13,0.48
2025-06-10 12:41:27.827247,-0.58,-0.13,0.48
2025-06-10 12:41:28.228075,-0.58,-0.13,0.48
2025-06-10 12:41:28.627566,-0.57,-0.13,0.48
2025-06-10 12:41:29.034251,-0.56,-0.13,0.48
2025-06-10 12:41:29.425785,-0.56,-0.13,0.48
2025-06-10 12:41:29.824038,-0.56,-0.13,0.48
2025-06-10 12:41:30.228132,-0.57,-0.14,0.48
2025-06-10 12:41:30.625302,-0.55,-0.14,0.48
2025-06-10 12:41:31.023993,-0.56,-0.13,0.48
2025-06-10 12:41:31.424511,-0.57,-0.13,0.48
2025-06-10 12:41:31.826407,-0.56,-0.13,0.48
2025-06-10 12:41:32.225301,-0.56,-0.13,0.48
2025-06-10 12:41:32.625056,-0.56,-0.13,0.48
2025-06-10 12:41:33.026487,-0.55,-0.13,0.47
2025-06-10 12:41:33.424947,-0.55,-0.13,0.47
2025-06-10 12:41:33.826332,-0.56,-0.12,0.47
2025-06-10 12:41:34.226158,-0.57,-0.11,0.47
2025-06-10 12:41:34.626617,-0.53,-0.1,0.46
2025-06-10 12:41:35.026256,-0.54,-0.09,0.46
2025-06-10 12:41:35.439161,-0.54,-0.08,0.47
2025-06-10 12:41:35.826623,-0.56,-0.1,0.47
2025-06-10 12:41:36.226601,-0.57,-0.11,0.47
2025-06-10 12:41:36.631375,-0.59,-0.12,0.46
2025-06-10 12:41:37.025402,-0.6,-0.13,0.47
2025-06-10 12:41:37.427381,-0.62,-0.14,0.47
2025-06-10 12:41:37.830204,-0.63,-0.15,0.47
2025-06-10 12:41:38.227061,-0.65,-0.17,0.47
2025-06-10 12:41:38.633591,-0.66,-0.17,0.47
2025-06-10 12:41:39.035695,-0.66,-0.17,0.47
2025-06-10 12:41:39.423981,-0.65,-0.17,0.47
2025-06-10 12:41:39.825734,-0.65,-0.17,0.47
2025-06-10 12:41:40.224827,-0.64,-0.17,0.45
2025-06-10 12:41:40.623803,-0.64,-0.18,0.45
2025-06-10 12:41:41.026057,-0.6,-0.18,0.45
2025-06-10 12:41:41.427762,-0.6,-0.17,0.45
2025-06-10 12:41:41.826683,-0.64,-0.16,0.46
2025-06-10 12:41:42.224057,-0.63,-0.17,0.48
2025-06-10 12:41:42.625087,-0.66,-0.19,0.46
2025-06-10 12:41:43.026350,-0.64,-0.16,0.52
2025-06-10 12:41:43.431962,-0.64,-0.15,0.45
2025-06-10 12:41:43.828079,-0.64,-0.15,0.48
2025-06-10 12:41:44.226609,-0.64,-0.14,0.45
2025-06-10 12:41:44.627401,-0.67,-0.14,0.45
2025-06-10 12:41:45.031705,-0.65,-0.11,0.45
2025-06-10 12:41:45.427390,-0.64,-0.11,0.45
2025-06-10 12:41:45.824675,-0.62,-0.09,0.45
2025-06-10 12:41:46.232363,-0.6,-0.1,0.45
2025-06-10 12:41:46.628967,-0.58,-0.1,0.46
2025-06-10 12:41:47.025099,-0.57,-0.1,0.45
2025-06-10 12:41:47.425249,-0.57,-0.1,0.5
2025-06-10 12:41:47.826913,-0.59,-0.09,0.48
2025-06-10 12:41:48.232219,-0.59,-0.09,0.47
2025-06-10 12:41:48.625288,-0.59,-0.09,0.52
2025-06-10 12:41:49.026756,-0.61,-0.08,0.45
2025-06-10 12:41:49.432468,-0.61,-0.08,0.49
2025-06-10 12:41:49.829994,-0.61,-0.08,0.51
2025-06-10 12:41:50.232399,-0.62,-0.09,0.52
2025-06-10 12:41:50.631337,-0.62,-0.08,0.52
2025-06-10 12:41:51.027675,-0.62,-0.08,0.53
2025-06-10 12:41:51.429566,-0.62,-0.08,0.53
2025-06-10 12:41:51.827082,-0.64,-0.08,0.53
2025-06-10 12:41:52.234454,-0.66,-0.08,0.53
2025-06-10 12:41:52.626176,-0.68,-0.08,0.54
2025-06-10 12:41:53.029680,-0.69,-0.08,0.54
2025-06-10 12:41:53.432381,-0.71,-0.07,0.55
2025-06-10 12:41:53.824605,-0.72,-0.07,0.55
2025-06-10 12:41:54.226021,-0.69,-0.07,0.55
2025-06-10 12:41:54.627582,-0.68,-0.07,0.54
2025-06-10 12:41:55.025372,-0.66,-0.08,0.53
2025-06-10 12:41:55.430217,-0.64,-0.08,0.53
2025-06-10 12:41:55.828395,-0.62,-0.08,0.53
2025-06-10 12:41:56.231944,-0.6,-0.08,0.52
2025-06-10 12:41:56.625028,-0.58,-0.08,0.52
2025-06-10 12:41:57.027842,-0.56,-0.08,0.51
2025-06-10 12:41:57.427506,-0.54,-0.08,0.51
2025-06-10 12:41:57.832221,-0.53,-0.08,0.49
2025-06-10 12:41:58.227883,-0.57,-0.08,0.49
2025-06-10 12:41:58.627375,-0.53,-0.06,0.46
2025-06-10 12:41:59.025427,-0.53,-0.07,0.48
2025-06-10 12:41:59.428578,-0.49,-0.06,0.46
2025-06-10 12:41:59.827915,-0.49,-0.07,0.47
2025-06-10 12:42:00.230206,-0.46,-0.08,0.46
2025-06-10 12:42:00.634737,-0.47,-0.1,0.46
2025-06-10 12:42:01.025304,-0.49,-0.1,0.48
2025-06-10 12:42:01.428908,-0.49,-0.11,0.47
2025-06-10 12:42:01.829021,-0.52,-0.12,0.49
2025-06-10 12:42:02.225696,-0.53,-0.12,0.49
2025-06-10 12:42:02.626366,-0.55,-0.11,0.51
2025-06-10 12:42:03.026497,-0.56,-0.11,0.52
2025-06-10 12:42:03.429079,-0.58,-0.12,0.53
2025-06-10 12:42:03.829160,-0.59,-0.11,0.54
2025-06-10 12:42:04.225700,-0.61,-0.11,0.55
2025-06-10 12:42:04.625883,-0.63,-0.11,0.55
2025-06-10 12:42:05.025339,-0.65,-0.11,0.55
2025-06-10 12:42:05.428078,-0.65,-0.11,0.56
2025-06-10 12:42:05.828570,-0.64,-0.11,0.56
2025-06-10 12:42:06.224380,-0.62,-0.11,0.55
2025-06-10 12:42:06.628491,-0.6,-0.11,0.55
2025-06-10 12:42:07.027873,-0.58,-0.11,0.56
2025-06-10 12:42:07.427056,-0.56,-0.11,0.55
2025-06-10 12:42:07.832880,-0.54,-0.11,0.55
2025-06-10 12:42:08.228502,-0.52,-0.11,0.56
2025-06-10 12:42:08.625420,-0.5,-0.11,0.55
2025-06-10 12:42:09.026245,-0.48,-0.11,0.55
2025-06-10 12:42:09.428721,-0.52,-0.1,0.52
2025-06-10 12:42:09.832615,-0.5,-0.1,0.52
2025-06-10 12:42:10.229551,-0.52,-0.08,0.49
2025-06-10 12:42:10.625600,-0.51,-0.08,0.49
2025-06-10 12:42:11.028182,-0.51,-0.12,0.49
2025-06-10 12:42:11.429807,-0.5,-0.12,0.49
2025-06-10 12:42:11.827500,-0.5,-0.16,0.49
2025-06-10 12:42:12.226920,-0.49,-0.16,0.5
2025-06-10 12:42:12.625471,-0.48,-0.19,0.51
2025-06-10 12:42:13.028778,-0.47,-0.19,0.51
2025-06-10 12:42:13.427213,-0.44,-0.19,0.52
2025-06-10 12:42:13.829206,-0.43,-0.18,0.52
2025-06-10 12:42:14.226591,-0.41,-0.17,0.53
2025-06-10 12:42:14.628833,-0.4,-0.15,0.52
2025-06-10 12:42:15.027267,-0.38,-0.14,0.53
2025-06-10 12:42:15.429443,-0.37,-0.12,0.52
2025-06-10 12:42:15.826151,-0.36,-0.11,0.53
2025-06-10 12:42:16.226708,-0.35,-0.09,0.52
